Country,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100
Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,1,0,,0,0,,0,,,0,,,,,,,0,0,0,0,1,0,4,0,,1,0,0,0,0,0,,0,,,,,,,,,0,0,1,,,,,,0,,,,,0,0,1,,,0,1,,,,,4,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,,,,,,,,,,,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,0,0,,0,0,,1,,,0,,,,,,,0,0,0,0,0,0,19,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,4,,,0,0,,,,,1,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
France,"505 Rue du Theven Bras, 29250 Santec, France",North-east Atlantic Ocean,73,,,40,2,,30,,,30,,,,,,,,,,15,,,,,3,,,,10,1,1,1,1,1,,,,,,,,,,,,45,,,,25,,,5,,,,,,,,,,3,6,,,,,30,,7,,,,,,,,,,,,1,,,,,1
,"3093 Pont Neuf, 75001 Paris, France",Unknown,2000,,,20,,,8,5,,4,,,,,,,,,,22,,,,,6,6000,,,,,,12,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
France,"Rue de Fontreven, 22120 Hillion, France",North-east Atlantic Ocean,73,,,15,,,5,5,,25,,,,,,,,,,25,,,,,1,10,,,15,30,1,5,5,,,,,,,,,,,,,50,,,,80,,,,,,,,,,,,,30,1,,,,,50,,25,,,,,,,,,,,,,,,,,
,"10 Avenue Denis Semeria, 06230 Saint-Jean-Cap-Ferrat, France",Mediterranean Sea,350,,,65,,,,,,,,,5,,,,,,,82,,,,,9,3,,,,15,,,12,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,52,,,,,,,,,,,,,,,,,2
Switzerland,sihlsee_einsiedeln_schilligerllacherl,,66,,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,20,0,,4,0,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,2,0,,,0,0,,,,,12,0,1,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,sihlsee_einsiedeln_schilligerllacherl,,66,,,0,0,,0,0,,0,,,0,,,,,,,0,0,1,0,0,0,2,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,2,,,0,0,,,,,4,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
,"Unnamed Road, 40220 Tarnos, France",North-east Atlantic Ocean,150,,,2,,,,4,,80,,,4,,,,,,,288,,,,,,262,,,,,,10,1,12,,,,,,,,,,,,655,,,,,,,,,,,,,,,,,,,,,,,760,,19,,,,,,,,,,,,157,,,,,
,"Unnamed Road, 40220 Tarnos, France",North-east Atlantic Ocean,150,,,39,,,,5,,,,,,,,,,,,45,,,,,1,114,,,95,4,13,11,4,14,,,,,,,,,,,,35,,,,81,,,11,,,,,,,,,,11,,,,,,263,,31,,,,,,,,,,,,85,,,,,14
Spain,"Zurriola Hiribidea, 39, 20002 Donostia, Gipuzkoa, Espagne",North-east Atlantic Ocean,750,,,,,,,42,,,,,13,,,,,,,371,,,,,6,136,,,282,19,,4,,21,,,,,,,,,7,,,,,,,47,,,2,,,,,,,,,,,2,,,,,67,,42,,,,,,,,,,,,44,,,,,19
Italy,"Marina di Curinga, 88022 Curinga, Italie",Mediterranean Sea,88,,,,15,,10,,,,,,,,,,,,,,,,,,,200,,,,,2,,,30,,,,,,,,,,,,5,,,,3,,,,,,,,,,,,,,3,,,,,50,,10,,,,,,,,,,,,100,,,,,60
Spain,"Punta del Riu, Tarragona",Mediterranean Sea,100,Sandy,,130,,,40,,15,,,,,,,,,,,,,,,,,50,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Germany,"1 Am Hafen, 17509 Lubmin, Allemagne",Baltic Sea,64,,,15,,,5,,,1,,,,,,,,,,4,,,,,2,40,,,10,1,,1,,,,,,,,,,,,,,5,,,,,,,2,,,,,,,,,,,1,,,,,5,,5,,,,,,,,,,,,2,,,,,
Denmark,Moesgård Strand,Baltic Sea,931,Sandy,,7,9,,,,,6,,,,,,,,,,3,,,,,1,104,,,71,,2,17,10,10,,2,1,,,,,,,,,5,,1,,,,,,,,,,,1,52,,,,,,7,2,,,,13,,,,,,,,,,,1,2,3,,,,
Denmark,Moesgård Strand,Baltic Sea,931,Sandy,,0,13,,1,0,,6,,,,,,,,,,7,,2,,,1,302,,,39,1,2,3,12,2,,,,,,,,0,,,,0,,1,,,,,2,,,,,,,,,,2,2,,0,0,,5,,0,4,,,,,,,,,,,1,3,,1,,
Denmark,Kærgård Strand,North-east Atlantic Ocean,2678,,1,24,,,15,,,13,,2,,,,2,,,,42,,,,,1,12,,,9,,,,1,13,,,,9,,,,,,,,4,,,,,,,2,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,durankulak,Black Sea,249,Sandy,,2,32,,7,6,,18,2,1,,,,,,,,2,,1,,,1,682,,,11,,1,24,3,13,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,15,,1,,,,,,,,,,,,,,,,,,,
Bulgaria,durankulak,Black Sea,249,Sandy,,1,11,,18,38,,,,,,,1,,,1,1,21,23,,27,,1,10,,,3,2,3,10,,,,1,,1,,4,,1,,,7,,1,,,2,,,,1,,,,,,,,,4,1,,1,11,9,3,2,,,,,,,,,,,,,,1,,1,,
Bulgaria,durankulak,Black Sea,249,Sandy,,3,3,5,16,33,,2,2,5,4,,1,,,,,18,,15,,,,52,,,76,,3,59,36,4,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,1,40,2,12,,,,,,1,,,,,,,,,,,,,
France,"6 Avenue des Sables, 33121 Carcans, France",North-east Atlantic Ocean,750,,,800,,,23,17,,15,,,5,,,,,,,242,,,,,17,150,,,56,36,5,15,23,36,,,,,,,,,67,,,650,,,,800,,,,,,,,,,,,,134,17,,,,,850,,23,,,,,,,,,,,,75,,,,,40
Italy,"Lido San Tommaso, Fermo (AP)",Mediterranean Sea,100,,,5,,,5,11,11,,,,,,,,,,,27,8,,,,2,,2,1,,,,7,,6,,,,,,,,27,,,,,,,,,,3,,,,,,,,,,,49,,,6,,,50,7,8,,,,,,,,3,,,,,,,,,
,"28B Avenue Claude Vignon, 06230 Saint-Jean-Cap-Ferrat, France",Mediterranean Sea,350,,,64,,,,,,,,,,,,,,,,2,,,,,,15,,,,9,,,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,120,,,,,,,,,,,,,,,,,
France,"3 Rue du Ch?telet, 22750 Saint-Jacut-de-la-Mer, France",North-east Atlantic Ocean,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Costine?ti,Black Sea,103,Sandy,,,40,,44,25,,41,7,2,,,,,,,,72,35,12,10,47,4,1528,2,,186,11,6,52,13,131,8,2,,,,,,,,,1,5,,9,3,,,,,,,,,1,6,2,,,,,,16,3,,35,,14,,,,,,,4,,,,1,5,,,,,2
Spain,"Masnou, Barcelona",Mediterranean Sea,100,Sandy,4,190,,,3,,,10,,,,1,,,,,,9,,,,,,19,,,7,,,,,11,,,,,,,,,,,,3,3,,,,,,,,,,,,2,20,,,,,,16,,,6,2,,,,,,,,,,,,,2,12,,,,1
France,"1, Place du Général de Gaulle, 56740 Locmariaquer, France",North-east Atlantic Ocean,75,,,20,,,20,20,,20,,,,,,,,,,20,,,,,,20,,,20,20,2,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,10,,10,,,,,,,,,,,,,,,,,
Spain,"Campo de Golf, Málaga",Mediterranean Sea,100,Sandy,,7,,,5,,,,,,,,,,,,,4,,,,,,,,,1,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,,,,,,2,,,19,,,,,,,,,,,,,,6,5,,,,
Italy,Sant'Anna Arresi Porto Pino,Mediterranean Sea,99,,6,17,17,17,6,6,2,6,2,2,,,,,4,,,6,6,6,6,4,3,21,3,1,6,6,,6,6,6,1,1,,,2,2,4,2,2,4,7,7,7,7,7,7,7,1,7,,1,1,1,,4,1,1,1,4,1,4,1,,,4,4,12,12,,4,4,4,4,4,,4,7,4,15,,,,2,2
Denmark,MSFD Langerak,North-east Atlantic Ocean,100,Sandy,,5,11,,2,,,5,,,1,,,,1,,3,3,3,6,1,3,,,,,32,,1,8,,3,,,,2,,3,,,,,,13,,,,,,,,,,,,,2,19,1,,12,,,67,,,289,,16,,1,,,2,,,,,,,2,1,,,,
Italy,"Spiaggia dell Oasi dei Variconi, Castel Volturno (CE)",Mediterranean Sea,100,,15,12,35,2,68,201,121,64,18,95,34,21,6,12,1,16,4,85,34,3,42,6,4,19,4,6,17,2,6,6,6,,11,12,9,2,,2,,,,4,2,6,,6,4,2,2,85,6,2,,,4,4,2,6,6,,2,8,,45,,,74,12,285,14,3,,,1,,1,6,,,,12,4,3,1,2,3
France,"Kernavéno Crozon, 29160 Crozon, France",North-east Atlantic Ocean,74,,,30,,,,9,,10,,,,,,,,,,40,,,,,3,15,,,50,10,,,,,,,,,,,,,,,,90,,,,30,,,,,,,,,,,,,7,4,,,,,,,30,,,,,,,,,,,,20,,,,,
France,"Rue des Sables Blancs, 29900 Concarneau, France",North-east Atlantic Ocean,74,,,30,,,8,12,,28,,,,,,,,,,30,,,,,7,40,,,50,23,,8,,17,,,,,,,,,,,,30,,,,11,,,,,,,,,,,,,1,3,,,,,80,,,,,,,,,,,,,,14,,,,,
Denmark,Amager Strand,North-east Atlantic Ocean,748,Sandy,,,6,,3,2,,10,,,,,,,,,,29,,,,,,147,,,23,,,,16,8,,,,,,,,,,,,18,,2,,,,,,,,,,,,,,,,,,16,39,,,,5,,,,,,,,,,,,2,,,,,
,Nokken Strandvej ,North-east Atlantic Ocean,783,,,81,104,,15,13,,10,,,,,,,,,,34,,,,,,7,,,21,,,,3,16,,,,,,,,0,,,,11,,4,,,,,,,,,,,,,,,,,,2,77,,,,12,,,,,,,,,,,,0,,,,,
Ireland,carne 1000m,North-east Atlantic Ocean,747,,,0,0,,0,0,,0,,,,,,2,,,,0,,,,,,0,,,0,,,,0,0,,,,,,,,0,,,,0,,0,,,,,,,,,,,,3,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,
,"Unnamed Road, 29160 Crozon, France",North-east Atlantic Ocean,1600,,,103,,,3,31,,15,,,1,,,,,,,140,,,,,2,57,,,60,26,3,4,,3,,,,,,,,,8,,,100,,,,700,,,1,,,,,,,,,,16,2,,,,,1400,,125,,,,,,,,,,,,17,,,,,3
Switzerland,schiffenensee_duedingen_hirschij,,28,Sandy,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,
France,"Plage de, Rue de l''Uhabia, 64210 Bidart, France",North-east Atlantic Ocean,150,,,50,,,7,5,,1,,,5,,,,,,,180,,,,,4,4,,,70,60,,3,,20,,,,,,,,,,,,200,,,,,,,15,,,,,,,,,,,2,,,,,50,,65,,,,,,,,,,,,60,,,,,4
Spain,"3 Urbanitzacio Arenals Mar Sector 1, 17256 Pals, Espagne",Mediterranean Sea,83,,,,1,,5,,,,,,,,,,,,,3,,,,,1,,,,2,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,
,"Unnamed Road, 35350, 35350 Saint-Coulomb, France",North-east Atlantic Ocean,2000,,,60,,,2,1,,10,,,3,,,,,,,8,,,,,1,36,,,20,6,4,2,,2,,,,,,,,,3,,,20,,,,15,,,6,,,,,,,,,,1,2,,,,,30,,20,,,,,,,,,,,,2,,,,,3
Ireland,Ladies Cove,North-east Atlantic Ocean,53,Pebbels,,,,,5,,,,,,,,,,,,,1,,,,,,,,,2,,,,1,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
,"City Stade, 76600 Le Havre, France",North-east Atlantic Ocean,750,,,37,,,5,8,,56,,,3,,,,,,,4,,,,,,35,,,4,65,,3,7,1,,,,,,,,,,,,11,,,,,,,2,,,,,,,,,,,3,,,,,1,,13,,,,,,,,,,,,,,,,,
Ireland,long strand,North-east Atlantic Ocean,142,,,0,0,,0,0,,0,,,,,,,,,,0,,,,,,0,,,0,,,,0,0,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,
Ireland,long strand,North-east Atlantic Ocean,142,,,1,0,,8,0,,2,,,,,,,,,,7,,,,,,0,,,5,,,1,2,0,,,,,,,,0,,,3,5,,0,,,,,,,,2,,,,,,,,,,0,13,,,,0,,,,,,,,,,,,0,1,,,,
France,"Saint-Frieux Neufchâtel-Hardelot, 62152 Neufchâtel-Hardelot, France",North-east Atlantic Ocean,70,,,200,,,20,40,,60,,,,,,,,,,200,,,,,1,2,,,10,30,5,50,7,10,,,,,,,,,,,,120,,,,40,,,,,,,,,,,,,30,6,,,,,5,,400,,,,,,,,,,,,0,,,,,
,"Canal Deustu, 11C, 48015 Bilbo, Bizkaia, Espa?a",North-east Atlantic Ocean,350,,,,,,,,,48,,,,,,,,,,13,,,,,,192,,,31,,1,,7,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,50,,8,,,,,,,,,,,,,,,,,1
Switzerland,Rhein_Hemishofen_StollL,,33,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Rhein_Hemishofen_StollL,,33,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
Switzerland,Rhein_Hemishofen_StollL,,33,Pebbels,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Rhein_Hemishofen_StollL,,33,Pebbels,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,reuss_hünenberg_eberhardy,,28,Other (mixed),,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,reuss_hünenberg_eberhardy,,28,Other (mixed),,,,,,,,,,,,,,,,,,,,,,1,,5,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,4,,4,,,,,,,,,1,,,,,,,,
Switzerland,reuss_hünenberg_eberhardy,,28,Other (mixed),,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Switzerland,reuss_hünenberg_eberhardy,,28,Other (mixed),,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,8,,,,,,,,,4,,4,,,,,,,,,,,,,2,,,,
Switzerland,reuss_hünenberg_eberhardy,,28,Other (mixed),,,,,,,,,,,,,,,,,,,,,,,,2,,,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,2,,2,,,,,,,1,,,,,,,,,,
Romania,Costine?ti,Black Sea,103,Sandy,,,29,,,6,,,,,,,,,,,,,,,,2,,24,,,6,,,1,,8,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,3,,8,,,,,,,,,,,,,,,,,
Romania,Costine?ti,Black Sea,103,Sandy,,2,6,,5,4,,1,1,,,,,,,,,12,,2,1,,,13,,,12,1,,3,1,2,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,7,,,8,,12,1,,,,,,,,,,,7,,,,,
Romania,Costine?ti,Black Sea,103,Sandy,,,5,,2,2,,,,,,,,,,,,4,2,1,,1,1,5,1,1,,,,1,1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,5,,,3,,12,,,,,,,,,,,,,,,,,
Romania,Costine?ti,Black Sea,103,Sandy,,,,,5,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Romania,Costine?ti,Black Sea,103,Sandy,,,2,,,1,,,,,,,,,,,,1,,,,1,,17,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,rhein_laag_jungbluthn,,163,Rocky,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,rhein_laag_jungbluthn,,163,Rocky,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,rhein_laag_jungbluthn,,163,Rocky,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Switzerland,rhein_eglisau_gomringerp,,6,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Georgia,Kvavilnari,Black Sea,50,Sandy,,,4,,,205,20,,6,,,6,1,,1,2,,58,,,,,5,,1,,2,,7,2,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,22,,1,2,,,,,,,,,,,,,,,,,2,,,,
Georgia,Kvavilnari,Black Sea,50,Sandy,,,,,140,,40,3,,7,,,,,12,1,,70,,,,,,,,,,,,11,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,31,,,70,40,,,,,,,,,,,,,,,,,,,,
Georgia,Kvavilnari,Black Sea,50,Sandy,3,,32,,151,,16,10,5,,8,,,,1,,,181,,,,,3,,1,1,12,,2,35,,,,,,,,,,,,,2,1,,,,1,,,,12,,,,,2,,,,,11,,,150,,,,,,,,,,,,,,,,,1,,,1,49
France,"Grosso CUM / Promenade, 06000 Nice, France",Mediterranean Sea,750,,,20,,,,,,61,,,14,,,,,,,41,,,,,10,2572,,,96,17,20,24,14,43,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,6,,,,,110,,89,,,,,,,,,,,,13,,,,,2
Denmark,MSFD Kofoeds enge,Baltic Sea,99,Sandy,,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,3,,2,,,,,1,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,4,,,8,,,1,,,,1,,,,,,,,,,,,
Denmark,MSFD Kofoeds enge,Baltic Sea,99,Sandy,,1,2,,1,,1,3,,,1,,,,,,,2,,1,,5,2,1,,,11,,,4,,,,1,,,,,,,,,3,12,,,,1,,,,1,,,,,1,4,,,12,,,26,,,45,1,17,,,,,,,,,7,,,,1,,,,
Denmark,MSFD Kofoeds enge,Baltic Sea,99,Sandy,,1,1,,,,,6,,,,,,,,,,7,,,1,2,,2,,,15,,,4,,1,,2,,,,,,,,,2,16,,,,1,,,1,,,1,,,2,1,,,9,,,31,,,40,1,18,,,,,,1,,1,7,,1,4,1,,,,
Denmark,MSFD Kofoeds enge,Baltic Sea,99,Sandy,,,2,,1,,,2,,,,,,,,,,1,,1,1,4,,,,,6,,,1,,,,,,,,,,,,,,10,,1,1,,,,,,,,,,,,,,1,,,3,,,11,,1,,,,,1,,,,3,,,2,,,,,
Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,,,,2,,,1,,,,,,,,,,,,,,2,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,,,,1,,,,,,,,,,,,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0
Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,,,,1,,,,,,,,,,,,,,,,,,,38,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
,"S?m?rkevej 2B, 6990 Ulfborg, D?nemark",North-east Atlantic Ocean,350,,,30,,,,,,2,,,2,,,,,,,11,,,,,,,,,5,,,,,,,,,,,,,,,,,13,,,,17,,,,,,,,,,,,,,,,,,,25,,3,,,,,,,,,,,,,,,,,
Netherlands,Bloemendaal,North-east Atlantic Ocean,3259,Sandy,,13,31,,23,23,,9,,,,,,,,,,11,,,,,,59,,,44,,,,16,18,,,,,,,,1,,,,8,,0,,,,,,,,,,,,,,,,,,9,0,,,,1,,,,,,,,,,,,0,,,,,
,"Plage de Tsirangoty, Ambovomb Ambovombe, Madagascar",,186,,,265,,,5,20,,,,,,,,,,,,22,,,,,1,220,,,295,4,4,5,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,40,,,,,98,,12,,,,,,,,,,,,,,,,,
Bulgaria,chernomorski solnizi,Black Sea,2332,Sandy,,66,7,,26,26,1,2,,,,,,,,,,25,1,,11,,1,235,,,67,10,1,74,16,22,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,43,4,,,,,,,,,1,3,,,,,,1,,,,
Bulgaria,chernomorski solnizi,Black Sea,2332,Sandy,,,77,,5,17,,,,,,,,,,,,42,,49,,,4,170,1,,56,1,,21,9,15,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,18,4,,,2,,,,,,,1,,,,,,,,,,
Croatia,Uvala Stoja,Mediterranean Sea,25,Other (mixed),,19,10,,2,,1,,,,,,,,,,,37,4,4,35,,1,1144,1,,16,34,,14,7,30,,,,,,,,,,,134,206,1,39,5,3,,,,,,1,,,,,,,,,,3,,,881,48,9,5,,,,1,,,,,,8,75,,,1,,
Italy,"54 Via Ronchi, 16155 Genova, Italie",Mediterranean Sea,79,,,10,,,10,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,8,,,,,100,,20,,,,,,,,,,,,,,,,,
,"6 Impasse du Goulet, 29280 Locmaria-Plouzan?, France",North-east Atlantic Ocean,350,,,14,,,3,7,,5,,,,,,,,,,6,,,,,1,57,,,49,4,2,2,1,3,,,,,,,,,31,,,2,,,,2,,,6,,,,,,,,,,1,,,,,,64,,148,,,,,,,,,,,,2,,,,,1
France,"6178 Avenue de la Plage, 62231 Sangatte, France",North-east Atlantic Ocean,69,,,45,,,,,,60,,,,,,,,,,40,,,,,,,,,100,,50,30,,,,,,,,,,,,,,500,,,,600,,,,,,,,,,,,,,10,,,,,180,,60,,,,,,,,,,,,,,,,,
Italy,"54 Viale Cristoforo Colombo, 54033 Carrara, Italie",Mediterranean Sea,80,,,12,,,16,14,,,,,,,,,,,,12,,,,,1,126,,,14,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,14,,5,,,,,,,,,,,,23,,,,,5
Spain,"55,, Carrer del Mar, 39, 08390 Montgat, Barcelona, Espagne",Mediterranean Sea,150,,,,,,14,10,,,,,,,,,,,,71,,,,,3,355,,,82,15,4,11,13,63,,,,,,,,,,,,6,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,25,,,,,4
Switzerland,reuss_hünenberg_eberhardy,,28,Other (mixed),,,,,,,,,,,,,,,,,,,,,,,,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,
Switzerland,reuss_hünenberg_eberhardy,,28,Other (mixed),,,,,,,,,,,,,,,,,,1,,,,,,13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,1,,,,,,,2,,,,,,,,,,
Greece,South beach of Arkos,Mediterranean Sea,39,Other (mixed),,,1,,6,7,,,,,,,,,,,,14,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,7,,,,,,,,,,,,,,,,,
France,"Rue du Perzel, 29217 Plougonvelin, France",North-east Atlantic Ocean,73,,,40,,,10,10,,20,,,,,,,,,,20,,,,,2,40,,,10,10,3,,5,,,,,,,,,,,,,50,,,,60,,,,,,,,,,,,,15,2,,,,,60,,10,,,,,,,,,,,,5,,,,,
France,"904 Boulevard de la 36?me division du Texas, 83700 Saint-Rapha?l, France",Mediterranean Sea,10000,,,20,,,,,,20,,,50,,,,,,,50,,,,,,200,,,20,20,,20,20,30,,,,,,,,,,,,5,,,,1,,,1,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,20,,,,,
France,"6 R?sidence du Casino Boulevard de la plage Surf City, 33680 Lacanau, France",North-east Atlantic Ocean,78,,,20,,,30,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,"1 Corso Giacomo Matteotti, 17019 Varazze, Italie",Mediterranean Sea,79,,,50,,,280,86,,40,,,,,,,,,,60,,,,,,500,,,90,60,,30,20,22,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,2,,,,,8,,18,,,,,,,,,,,,8,,,,,20
France,maez an aod,North-east Atlantic Ocean,99,Sandy,,,,,,,,,,,,,,,,,,,,,,,,7,,,4,,,,,,,,,,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,3,,,17,,20,,,,,,,,,,,,1,,,,,
Ukraine,Beach in the  Chornomorka,Black Sea,102,Sandy,,,10,31,,4,,,,,,,,,,,,25,,9,,,,723,,,75,5,3,5,8,11,,,,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,3,16,,29,,41,,,,,,,2,,,,,11,23,,,,
