,BeachCountry,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
2686,Spain,"San Ginés, Murcia",Mediterranean Sea,100,Sandy,1.0,8.0,,,1.0,,,1.0,,,,,,,,,,2.0,,,,,,3.0,,,1.0,,,,,2.0,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,1.0,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,3.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,,,2.0,2.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,1.0,,2.0,,1.0,,1.0,,,,1.0,3.0,1.0,
2687,France,"Le Grand Crohot Lège-Cap-Ferret, 33950 Lège-Cap-Ferret, France",North-east Atlantic Ocean,79,,,20.0,,,5.0,,,,,,,,,,,,,20.0,,,,,1.0,20.0,,,20.0,30.0,5.0,,10.0,,,,,,,,,,,,,20.0,,,,,,,20.0,,,,,,,,,,,,,,,,20.0,,5.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,5.0,,,
2688,France,"62-64 Boulevard de la Pr?e, 44770 Pr?failles, France",North-east Atlantic Ocean,75,,,,,,3.0,5.0,,5.0,,,,,,,,,,8.0,,,,,1.0,2.0,,,40.0,2.0,,5.0,,2.0,,,,,,,,,,,,10.0,,,,15.0,,,,,,,,,,,,,2.0,4.0,,,,,250.0,,60.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,4.0,,6.0,,,,,,,,15.0,,,
2689,Italy,"Viale Matelda Lido di Dante, 48124 Lido di Dante, Italie",Mediterranean Sea,79,,,200.0,,,40.0,80.0,,30.0,,,,,,,,,,120.0,,,,,30.0,200.0,,,40.0,10.0,5.0,80.0,70.0,40.0,,,,,,,,,,,,30.0,,,,,,,10.0,,,,,,,,,,20.0,20.0,,,,,100.0,,200.0,,,,,,,,,,,,250.0,,,,,50.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,Italy,San Vito,Mediterranean Sea,101,,5.0,4.0,4.0,4.0,5.0,5.0,,5.0,,,,,,,1.0,,,5.0,5.0,5.0,5.0,1.0,1.0,50.0,1.0,,5.0,5.0,1.0,5.0,5.0,5.0,,,,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,2.0,,,,1.0,,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,55.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,Spain,Praia de Seselle,North-east Atlantic Ocean,1328,Sandy,,5.0,5.0,1.0,,4.0,9.0,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
2692,Denmark,Marienlyst ,North-east Atlantic Ocean,154,,,0.0,1.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,1.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,8.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2693,Portugal,Praia da Torre,North-east Atlantic Ocean,382,Sandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,Romania,Tuzla (Anemone),Black Sea,99,Sandy,,1.0,35.0,1.0,7.0,3.0,,3.0,,,,,,1.0,,,,22.0,13.0,2.0,8.0,13.0,,1212.0,2.0,,153.0,3.0,3.0,19.0,7.0,14.0,7.0,,,,,,,,,,,4.0,,3.0,,,,,,,,,,,,18.0,,,,,,34.0,,,41.0,,4.0,,,,,2.0,,2.0,,,,,16.0,,,,1.0,,,,15.0,12.0,,,,,,2.0,,,1.0,4.0,,,,,8.0,,2.0,21.0,1.0,1.0,1.0,,3.0,14.0,,,,67.0,,,7.0,,,,4.0,,,1.0,,,8.0,2.0,23.0,28.0,,,,,,4.0,,,,,1.0,,1.0,1.0,3.0,2.0,,,,,5.0,,,,18.0,,3.0,
2695,Romania,Tuzla (Anemone),Black Sea,99,Sandy,,,21.0,,1.0,4.0,,2.0,,,2.0,,,,,,,12.0,1.0,8.0,2.0,6.0,2.0,13.0,,,17.0,9.0,,7.0,3.0,2.0,1.0,,,,,,,,,,1.0,2.0,,1.0,,2.0,,,,,,,,,3.0,,,,,,,13.0,1.0,,33.0,1.0,5.0,,,,,1.0,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,3.0,,,11.0,,,,1.0,3.0,1.0,,2.0,,2.0,1.0,,36.0,,,,,,,,,,7.0,1.0,,1.0,,,,,,,,,1.0,,2.0,,,,2.0,,2.0,,,,2.0,,,,2.0,,,
2696,Switzerland,Sense_Törishaus_g-cubes,,41,Pebbels,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,63.0,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,11.0,,,,,,,,,,,,,2.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,Switzerland,Sense_Törishaus_g-cubes,,41,Pebbels,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,46.0,,,13.0,,1.0,2.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,4.0,,,2.0,,,,,,10.0,2.0,2.0,,,,,,,,,,,,,12.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,1.0,,4.0,,2.0,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0
2698,Switzerland,Sense_Törishaus_g-cubes,,41,Pebbels,,,2.0,,,,,,,,,,,,,,,1.0,,,,,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,Switzerland,Sense_Törishaus_g-cubes,,41,Pebbels,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,32.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,Switzerland,Sense_Törishaus_g-cubes,,41,Pebbels,,2.0,5.0,,1.0,1.0,,1.0,,,,,,,,,,4.0,,,1.0,,1.0,44.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,1.0,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,4.0,1.0,2.0,,,,,,,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2701,France,"Plage de Trestraou, 22700 Perros-Guirec, France",North-east Atlantic Ocean,73,,,,1.0,,3.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,15.0,,,3.0,,,,,,,,,,,2.0,,,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,3.0,,,
2702,Spain,"Pla?a del Mar, Barcelona, Espa?a",Mediterranean Sea,750,,,,,,3.0,,,,,,,,,,,,,38.0,,,,,1.0,500.0,,,,10.0,5.0,18.0,16.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,24.0,,,22.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,10.0,,,0.0
2703,Turkey,Sarpi,Black Sea,47,Pebbels,,,,,,,,,,,,,,,,,,18.0,,,,,2.0,100.0,1.0,,14.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,28.0,,18.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,1.0,,,,,7.0,,,,,,,2.0,,,,,,,,1.0,7.0,,,,,,,,,,,,2.0,5.0,,4.0,,,,,,6.0,,,,,,,
2704,Turkey,Sarpi,Black Sea,47,Pebbels,,3.0,5.0,,6.0,2.0,,,,,,,,,,,,22.0,,,,,6.0,,,,10.0,5.0,4.0,6.0,2.0,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,12.0,5.0,18.0,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,8.0,,,,,,,,1.0,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,4.0,,,,12.0,,2.0,,,,,,,,5.0,,,
2705,Turkey,Sarpi,Black Sea,47,Pebbels,,8.0,,,,3.0,,,,,,,,,,,,43.0,,,10.0,,5.0,,1.0,,22.0,5.0,5.0,1.0,,2.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,2.0,2.0,,4.0,17.0,,65.0,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,5.0,,0.0,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,6.0,,,,9.0,,,,,,,,,,,21.0,,
2706,Italy,"92 Passeggiata delle Sirene, 00040 Lido Di Enea Lavinio, Italie",Mediterranean Sea,84,,,100.0,,,,200.0,,30.0,,,,,,,,,,100.0,,,,,20.0,100.0,,,500.0,200.0,10.0,100.0,100.0,100.0,,,,,,,,,,,,50.0,,,,2.0,,,10.0,,,,,,,,,,20.0,6.0,,,,,200.0,,200.0,,,,,,,,,,,,200.0,,,,,20.0,,,,2.0,,,,,1.0,,,,,20.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,2.0,,20.0,,,,,,,,10.0,,,
2707,Denmark,Lejre Vig II,North-east Atlantic Ocean,100,Rocky,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,Denmark,Lejre Vig II,North-east Atlantic Ocean,100,Rocky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,12.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,72.0,,,,,,,
2709,Denmark,Lejre Vig II,North-east Atlantic Ocean,100,Rocky,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,Denmark,Lejre Vig II,North-east Atlantic Ocean,100,Rocky,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,13.0,1.0,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,19.0,,,,,,,
2711,Denmark,Lejre Vig II,North-east Atlantic Ocean,100,Rocky,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,Denmark,MSFD Skagen,North-east Atlantic Ocean,99,Other (mixed),1.0,8.0,14.0,,1.0,,,7.0,,1.0,1.0,,,,,,,4.0,3.0,,4.0,,2.0,1.0,2.0,,15.0,1.0,,3.0,1.0,10.0,,,,2.0,,3.0,,,,1.0,15.0,187.0,,2.0,,8.0,,,,,,,,,6.0,12.0,1.0,,2.0,1.0,,3.0,,,225.0,2.0,4.0,,,1.0,,,,,,1.0,,,27.0,,,,,,,,,30.0,,,,,,,,,,3.0,,,,,,1.0,2.0,,,,1.0,4.0,,,,,,,1.0,,,1.0,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,4.0,2.0,1.0,2.0,10.0,,,,2.0,,,35.0
2713,Denmark,MSFD Skagen,North-east Atlantic Ocean,99,Other (mixed),,3.0,,,,1.0,,6.0,,,1.0,,,,,,,9.0,5.0,9.0,5.0,,2.0,1.0,,,15.0,,1.0,2.0,1.0,6.0,,1.0,,1.0,,2.0,,,,,3.0,58.0,,1.0,1.0,3.0,,,,,,,,,5.0,,,,3.0,2.0,,10.0,,,83.0,,11.0,,,,,,,,,,,,15.0,,,,,1.0,,,,12.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,390.0
2714,Denmark,MSFD Skagen,North-east Atlantic Ocean,99,Other (mixed),,,4.0,,1.0,1.0,,1.0,,,2.0,,,,,,,5.0,5.0,9.0,4.0,,,4.0,3.0,,5.0,1.0,4.0,2.0,,,,2.0,,3.0,,2.0,,,,,12.0,114.0,,5.0,2.0,8.0,,,,,1.0,,,,6.0,1.0,,,2.0,,,8.0,,,64.0,4.0,5.0,,,,,,,,1.0,1.0,,,16.0,,,,,,,,6.0,7.0,1.0,,,,,,,,1.0,,,,,,,,3.0,,,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,21.0,2.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,2.0,,2.0,,,3.0,75.0,,,,,1.0,,10.0
2715,Denmark,MSFD Skagen,North-east Atlantic Ocean,99,Other (mixed),,2.0,5.0,,3.0,6.0,,3.0,,,3.0,,1.0,2.0,,,,14.0,5.0,5.0,4.0,,,1.0,1.0,,15.0,3.0,2.0,11.0,,8.0,,,,1.0,,1.0,,,,,9.0,198.0,,1.0,,6.0,1.0,,,,3.0,,,1.0,2.0,6.0,,,7.0,1.0,,3.0,,,119.0,,16.0,1.0,,,1.0,,,,,1.0,,,21.0,,,,,,,,,37.0,,,,,,1.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,17.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,9.0,1.0,,7.0,,,,37.0,1.0,,108.0
2716,Spain,"Lloc Platja de Sant Miquel, 102P, 08003 Barcelona, Espagne",Mediterranean Sea,350,,,9.0,,,9.0,13.0,,40.0,,,,,,,,,,159.0,,,,,4.0,5353.0,,,,,4.0,22.0,,87.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1593.0,,45.0,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,43.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,29.0,,,0.0
2717,Italy,Spiaggia San Marco Calatabiano (ME),Mediterranean Sea,100,,,2.0,,,,22.0,,,,,,,,,,,,,,,,,,4.0,,,,,,21.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,
2718,France,"83000 Toulon, France",Mediterranean Sea,750,,,100.0,,,11.0,8.0,,2.0,,,2.0,,,,,,,12.0,,,,,,350.0,,,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,,15.0,,30.0,,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,30.0,,,20.0,,,,,,,,,,,,,,,5.0,,36.0,,,,,,,,9.0,,,0.0
2719,,sihl_leimbach_kruegerm,,27,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
2720,,sihl_leimbach_kruegerm,,27,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,,3.0,10.0,,,,3.0,,,
2721,,???? - ??????,Mediterranean Sea,42,Sandy,1.0,2.0,12.0,,45.0,,,8.0,,,,,,,,,,83.0,,,,,3.0,438.0,1.0,,26.0,,,2.0,20.0,72.0,,,,,,,,3.0,,,,8.0,,,,,,,1.0,,,,,1.0,,,,,,2.0,,,,5.0,,,,5.0,,,,,,,,,,,1.0,,,4.0,1.0,,,,,,,,,,,,,7.0,,,,,,,,,,15.0,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,1.0,,2.0,,1.0,3.0,,,,,,,,,,,4.0,1.0,,39.0,,,,,,,,23.0,2.0,,
2722,Netherlands,Blakenberg beach,North-east Atlantic Ocean,91,Sandy,6.0,6.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,Greece,Faliron Beach,Mediterranean Sea,155,Other (mixed),4.0,,337.0,,8.0,,,200.0,,,,27.0,1.0,,,,,8.0,,53.0,,,75.0,499.0,,,436.0,,,423.0,1.0,8.0,,,,,,,,,,,,14.0,,,,,,,3.0,,,4.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,14.0,,,,2.0,,,5.0,,,,,,356.0,,,,,,4.0,,,,457.0,,,,497.0,,,,,,,,,,,,,,,,,,66.0,10.0,,,,3.0,,,,,,,,,,1.0,,,,,76.0,,,,8.0,,,,78.0,,,
2724,France,"11 Avenue de l'Oc?an, 33121 Carcans, France",North-east Atlantic Ocean,750,,,20.0,,,5.0,10.0,,10.0,,,10.0,,,,,,,10.0,,,,,,10.0,,,10.0,,,20.0,,,,,,,,,,,20.0,,,10.0,,,,200.0,,,10.0,,,,,,,,,,10.0,2.0,,,,,50.0,,5.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,0.0
2725,Switzerland,Sihl_Zuerich_ScherfS,,19,Rocky,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,5.0,,,
2726,France,"17 Route de la Plage, 1165 Allaman, Suisse",,76,,,,,,5.0,2.0,,5.0,,,,,,,,,,20.0,,,,,5.0,150.0,,,20.0,50.0,10.0,20.0,10.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,2.0,,,,,300.0,,50.0,,,,,,,,,,,,100.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
2727,Spain,"Oza, A Coruña",Mediterranean Sea,100,Other (mixed),,2.0,,,2.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,50.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,
2728,Italy,Magazzeno - spiaggia libera Pontecagnano Faiano (SA),Mediterranean Sea,100,,,3.0,,,50.0,27.0,22.0,10.0,3.0,3.0,,,,,,2.0,3.0,20.0,11.0,2.0,,5.0,3.0,60.0,,2.0,5.0,,3.0,19.0,13.0,,,2.0,,,,1.0,,,,,6.0,,,,4.0,12.0,,,,,15.0,,,,2.0,,,,3.0,6.0,,10.0,,,531.0,20.0,190.0,3.0,,,,,3.0,1.0,,,1.0,,,,,,,18.0,,6.0,31.0,,3.0,1.0,4.0,,,,,,9.0,4.0,16.0,,,,3.0,,,,,,,1.0,5.0,2.0,,,11.0,4.0,1.0,,,,,,5.0,,,,,2.0,24.0,3.0,,2.0,,,,,,,,,,,,1.0,,,3.0,,12.0,,,,3.0,,,,,,10.0,
2729,,"9 Avenue Jeanne d'Arc, 33460 Margaux, France",Unknown,10000,,,50.0,,,25.0,60.0,,10.0,,,2.0,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,50.0,,5.0,,,,,,,,,,,,20.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,129.0,,,232.0,,,,,,,,,,,,,,,10.0,,15.0,,,,,,,,30.0,,,0.0
2730,Italy,Montalto di Castro,Mediterranean Sea,99,,19.0,2.0,2.0,2.0,19.0,19.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,,40.0,,,19.0,19.0,19.0,19.0,40.0,5.0,6.0,1.0,,19.0,19.0,,19.0,19.0,19.0,,,,,1.0,1.0,40.0,1.0,1.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,40.0,,40.0,,,,40.0,40.0,5.0,5.0,,40.0,40.0,40.0,40.0,40.0,,40.0,1.0,1.0,525.0,2.0,2.0,2.0,2.0,3.0,,,40.0,1.0,1.0,,,,,,,,2.0,1.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,,,,3.0,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,
2731,Denmark,"Sønderø, Roskilde Vig",North-east Atlantic Ocean,99,Pebbels,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
2732,Denmark,"Sønderø, Roskilde Vig",North-east Atlantic Ocean,99,Pebbels,,,,,,,,,,,,,,,,,,1.0,,,,,,5.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,Denmark,"Sønderø, Roskilde Vig",North-east Atlantic Ocean,99,Pebbels,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
